doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
mz/sinorama/10/ectb_1029_1,0,0,0,1,0.0,-1,291,291
mz/sinorama/10/ectb_1029_1,0,0,0,2,-inf,110,283,283
mz/sinorama/10/ectb_1029_1,0,0,0,3,-inf,93,241,244
mz/sinorama/10/ectb_1029_1,0,0,0,4,-inf,90,230,232
mz/sinorama/10/ectb_1029_1,0,0,0,5,-inf,102,266,290
mz/sinorama/10/ectb_1029_1,0,0,0,6,-inf,103,267,267
mz/sinorama/10/ectb_1029_1,0,0,0,7,-inf,104,267,290
mz/sinorama/10/ectb_1029_1,0,0,0,8,-inf,105,268,289
mz/sinorama/10/ectb_1029_1,0,0,0,9,-inf,106,268,290
mz/sinorama/10/ectb_1029_1,0,0,0,10,-inf,107,271,271
mz/sinorama/10/ectb_1029_1,0,0,0,11,-inf,82,217,218
mz/sinorama/10/ectb_1029_1,0,0,0,12,-inf,109,277,289
mz/sinorama/10/ectb_1029_1,0,0,0,13,-inf,111,284,284
mz/sinorama/10/ectb_1029_1,0,0,0,14,-inf,91,234,239
mz/sinorama/10/ectb_1029_1,0,0,0,15,-inf,112,284,289
mz/sinorama/10/ectb_1029_1,0,0,0,16,-inf,113,286,289
mz/sinorama/10/ectb_1029_1,0,0,0,17,-inf,114,290,290
mz/sinorama/10/ectb_1029_1,0,0,0,18,-inf,115,291,291
mz/sinorama/10/ectb_1029_1,0,0,0,19,-inf,101,266,266
mz/sinorama/10/ectb_1029_1,0,0,0,20,-inf,86,227,227
mz/sinorama/10/ectb_1029_1,0,0,0,21,-inf,85,224,225
mz/sinorama/10/ectb_1029_1,0,0,0,22,-inf,84,224,224
mz/sinorama/10/ectb_1029_1,0,0,0,23,-inf,83,219,221
mz/sinorama/10/ectb_1029_1,0,0,0,24,-inf,108,272,289
mz/sinorama/10/ectb_1029_1,0,0,0,25,-inf,92,234,252
mz/sinorama/10/ectb_1029_1,0,0,0,26,-inf,89,229,232
mz/sinorama/10/ectb_1029_1,0,0,0,27,-inf,81,213,232
mz/sinorama/10/ectb_1029_1,0,0,0,28,-inf,87,227,232
mz/sinorama/10/ectb_1029_1,0,0,0,29,-inf,80,213,221
mz/sinorama/10/ectb_1029_1,0,0,0,30,-inf,79,213,218
mz/sinorama/10/ectb_1029_1,0,0,0,31,-inf,78,213,215
mz/sinorama/10/ectb_1029_1,0,0,0,32,-inf,77,207,210
mz/sinorama/10/ectb_1029_1,0,0,0,33,-inf,76,204,211
mz/sinorama/10/ectb_1029_1,0,0,0,34,-inf,75,198,202
mz/sinorama/10/ectb_1029_1,0,0,0,35,-inf,74,198,199
mz/sinorama/10/ectb_1029_1,0,0,0,36,-inf,73,196,197
mz/sinorama/10/ectb_1029_1,0,0,0,37,-inf,72,196,196
mz/sinorama/10/ectb_1029_1,0,0,0,38,-inf,71,194,202
mz/sinorama/10/ectb_1029_1,0,0,0,39,-inf,69,191,191
mz/sinorama/10/ectb_1029_1,0,0,0,40,-inf,70,193,193
mz/sinorama/10/ectb_1029_1,0,0,0,41,-inf,68,188,189
mz/sinorama/10/ectb_1029_1,0,0,0,42,-inf,67,184,185
mz/sinorama/10/ectb_1029_1,0,0,0,43,-inf,66,182,182
mz/sinorama/10/ectb_1029_1,0,0,0,44,-inf,65,179,185
mz/sinorama/10/ectb_1029_1,0,0,0,45,-inf,64,178,178
mz/sinorama/10/ectb_1029_1,0,0,0,46,-inf,63,174,174
mz/sinorama/10/ectb_1029_1,0,0,0,47,-inf,62,171,173
mz/sinorama/10/ectb_1029_1,0,0,0,48,-inf,61,171,171
mz/sinorama/10/ectb_1029_1,0,0,0,49,-inf,60,167,169
mz/sinorama/10/ectb_1029_1,0,0,0,50,-inf,59,167,167
mz/sinorama/10/ectb_1029_1,1,1,1,1,0.0,-1,291,291
mz/sinorama/10/ectb_1029_1,1,1,1,2,-72.16648864746094,0,0,0
mz/sinorama/10/ectb_1029_1,1,1,1,3,-inf,111,284,284
mz/sinorama/10/ectb_1029_1,1,1,1,4,-inf,90,230,232
mz/sinorama/10/ectb_1029_1,1,1,1,5,-inf,102,266,290
mz/sinorama/10/ectb_1029_1,1,1,1,6,-inf,103,267,267
mz/sinorama/10/ectb_1029_1,1,1,1,7,-inf,104,267,290
mz/sinorama/10/ectb_1029_1,1,1,1,8,-inf,105,268,289
mz/sinorama/10/ectb_1029_1,1,1,1,9,-inf,106,268,290
mz/sinorama/10/ectb_1029_1,1,1,1,10,-inf,107,271,271
mz/sinorama/10/ectb_1029_1,1,1,1,11,-inf,108,272,289
mz/sinorama/10/ectb_1029_1,1,1,1,12,-inf,109,277,289
mz/sinorama/10/ectb_1029_1,1,1,1,13,-inf,110,283,283
mz/sinorama/10/ectb_1029_1,1,1,1,14,-inf,112,284,289
mz/sinorama/10/ectb_1029_1,1,1,1,15,-inf,92,234,252
mz/sinorama/10/ectb_1029_1,1,1,1,16,-inf,113,286,289
mz/sinorama/10/ectb_1029_1,1,1,1,17,-inf,114,290,290
mz/sinorama/10/ectb_1029_1,1,1,1,18,-inf,115,291,291
mz/sinorama/10/ectb_1029_1,1,1,1,19,-inf,101,266,266
mz/sinorama/10/ectb_1029_1,1,1,1,20,-inf,86,227,227
mz/sinorama/10/ectb_1029_1,1,1,1,21,-inf,85,224,225
mz/sinorama/10/ectb_1029_1,1,1,1,22,-inf,84,224,224
mz/sinorama/10/ectb_1029_1,1,1,1,23,-inf,91,234,239
mz/sinorama/10/ectb_1029_1,1,1,1,24,-inf,83,219,221
mz/sinorama/10/ectb_1029_1,1,1,1,25,-inf,93,241,244
mz/sinorama/10/ectb_1029_1,1,1,1,26,-inf,94,241,252
mz/sinorama/10/ectb_1029_1,1,1,1,27,-inf,81,213,232
mz/sinorama/10/ectb_1029_1,1,1,1,28,-inf,82,217,218
mz/sinorama/10/ectb_1029_1,1,1,1,29,-inf,80,213,221
mz/sinorama/10/ectb_1029_1,1,1,1,30,-inf,79,213,218
mz/sinorama/10/ectb_1029_1,1,1,1,31,-inf,78,213,215
mz/sinorama/10/ectb_1029_1,1,1,1,32,-inf,77,207,210
mz/sinorama/10/ectb_1029_1,1,1,1,33,-inf,76,204,211
mz/sinorama/10/ectb_1029_1,1,1,1,34,-inf,75,198,202
mz/sinorama/10/ectb_1029_1,1,1,1,35,-inf,74,198,199
mz/sinorama/10/ectb_1029_1,1,1,1,36,-inf,73,196,197
mz/sinorama/10/ectb_1029_1,1,1,1,37,-inf,72,196,196
mz/sinorama/10/ectb_1029_1,1,1,1,38,-inf,71,194,202
mz/sinorama/10/ectb_1029_1,1,1,1,39,-inf,69,191,191
mz/sinorama/10/ectb_1029_1,1,1,1,40,-inf,70,193,193
mz/sinorama/10/ectb_1029_1,1,1,1,41,-inf,68,188,189
mz/sinorama/10/ectb_1029_1,1,1,1,42,-inf,67,184,185
mz/sinorama/10/ectb_1029_1,1,1,1,43,-inf,66,182,182
mz/sinorama/10/ectb_1029_1,1,1,1,44,-inf,65,179,185
mz/sinorama/10/ectb_1029_1,1,1,1,45,-inf,64,178,178
mz/sinorama/10/ectb_1029_1,1,1,1,46,-inf,63,174,174
mz/sinorama/10/ectb_1029_1,1,1,1,47,-inf,62,171,173
mz/sinorama/10/ectb_1029_1,1,1,1,48,-inf,61,171,171
mz/sinorama/10/ectb_1029_1,1,1,1,49,-inf,60,167,169
mz/sinorama/10/ectb_1029_1,1,1,1,50,-inf,59,167,167
mz/sinorama/10/ectb_1029_1,2,1,2,1,0.0,-1,291,291
mz/sinorama/10/ectb_1029_1,2,1,2,2,-75.39429473876953,1,1,1
mz/sinorama/10/ectb_1029_1,2,1,2,3,-94.26380920410156,0,0,0
mz/sinorama/10/ectb_1029_1,2,1,2,4,-inf,111,284,284
mz/sinorama/10/ectb_1029_1,2,1,2,5,-inf,102,266,290
mz/sinorama/10/ectb_1029_1,2,1,2,6,-inf,103,267,267
mz/sinorama/10/ectb_1029_1,2,1,2,7,-inf,104,267,290
mz/sinorama/10/ectb_1029_1,2,1,2,8,-inf,105,268,289
mz/sinorama/10/ectb_1029_1,2,1,2,9,-inf,106,268,290
mz/sinorama/10/ectb_1029_1,2,1,2,10,-inf,107,271,271
mz/sinorama/10/ectb_1029_1,2,1,2,11,-inf,108,272,289
mz/sinorama/10/ectb_1029_1,2,1,2,12,-inf,109,277,289
mz/sinorama/10/ectb_1029_1,2,1,2,13,-inf,110,283,283
mz/sinorama/10/ectb_1029_1,2,1,2,14,-inf,113,286,289
mz/sinorama/10/ectb_1029_1,2,1,2,15,-inf,112,284,289
mz/sinorama/10/ectb_1029_1,2,1,2,16,-inf,93,241,244
mz/sinorama/10/ectb_1029_1,2,1,2,17,-inf,114,290,290
mz/sinorama/10/ectb_1029_1,2,1,2,18,-inf,101,266,266
mz/sinorama/10/ectb_1029_1,2,1,2,19,-inf,86,227,227
mz/sinorama/10/ectb_1029_1,2,1,2,20,-inf,85,224,225
mz/sinorama/10/ectb_1029_1,2,1,2,21,-inf,84,224,224
mz/sinorama/10/ectb_1029_1,2,1,2,22,-inf,83,219,221
mz/sinorama/10/ectb_1029_1,2,1,2,23,-inf,91,234,239
mz/sinorama/10/ectb_1029_1,2,1,2,24,-inf,82,217,218
mz/sinorama/10/ectb_1029_1,2,1,2,25,-inf,90,230,232
mz/sinorama/10/ectb_1029_1,2,1,2,26,-inf,94,241,252
mz/sinorama/10/ectb_1029_1,2,1,2,27,-inf,80,213,221
mz/sinorama/10/ectb_1029_1,2,1,2,28,-inf,69,191,191
mz/sinorama/10/ectb_1029_1,2,1,2,29,-inf,79,213,218
mz/sinorama/10/ectb_1029_1,2,1,2,30,-inf,78,213,215
mz/sinorama/10/ectb_1029_1,2,1,2,31,-inf,77,207,210
mz/sinorama/10/ectb_1029_1,2,1,2,32,-inf,76,204,211
mz/sinorama/10/ectb_1029_1,2,1,2,33,-inf,75,198,202
mz/sinorama/10/ectb_1029_1,2,1,2,34,-inf,74,198,199
mz/sinorama/10/ectb_1029_1,2,1,2,35,-inf,73,196,197
mz/sinorama/10/ectb_1029_1,2,1,2,36,-inf,72,196,196
mz/sinorama/10/ectb_1029_1,2,1,2,37,-inf,71,194,202
mz/sinorama/10/ectb_1029_1,2,1,2,38,-inf,81,213,232
mz/sinorama/10/ectb_1029_1,2,1,2,39,-inf,68,188,189
mz/sinorama/10/ectb_1029_1,2,1,2,40,-inf,59,167,167
mz/sinorama/10/ectb_1029_1,2,1,2,41,-inf,67,184,185
mz/sinorama/10/ectb_1029_1,2,1,2,42,-inf,66,182,182
mz/sinorama/10/ectb_1029_1,2,1,2,43,-inf,65,179,185
mz/sinorama/10/ectb_1029_1,2,1,2,44,-inf,64,178,178
mz/sinorama/10/ectb_1029_1,2,1,2,45,-inf,63,174,174
mz/sinorama/10/ectb_1029_1,2,1,2,46,-inf,62,171,173
mz/sinorama/10/ectb_1029_1,2,1,2,47,-inf,61,171,171
mz/sinorama/10/ectb_1029_1,2,1,2,48,-inf,60,167,169
mz/sinorama/10/ectb_1029_1,2,1,2,49,-inf,115,291,291
mz/sinorama/10/ectb_1029_1,2,1,2,50,-inf,70,193,193
mz/sinorama/10/ectb_1029_1,3,1,3,1,0.0,-1,291,291
mz/sinorama/10/ectb_1029_1,3,1,3,2,-69.47444152832031,1,1,1
mz/sinorama/10/ectb_1029_1,3,1,3,3,-70.47221374511719,2,1,2
mz/sinorama/10/ectb_1029_1,3,1,3,4,-90.16991424560547,0,0,0
mz/sinorama/10/ectb_1029_1,3,1,3,5,-inf,111,284,284
mz/sinorama/10/ectb_1029_1,3,1,3,6,-inf,102,266,290
mz/sinorama/10/ectb_1029_1,3,1,3,7,-inf,103,267,267
mz/sinorama/10/ectb_1029_1,3,1,3,8,-inf,104,267,290
mz/sinorama/10/ectb_1029_1,3,1,3,9,-inf,105,268,289
mz/sinorama/10/ectb_1029_1,3,1,3,10,-inf,106,268,290
mz/sinorama/10/ectb_1029_1,3,1,3,11,-inf,107,271,271
mz/sinorama/10/ectb_1029_1,3,1,3,12,-inf,108,272,289
mz/sinorama/10/ectb_1029_1,3,1,3,13,-inf,109,277,289
mz/sinorama/10/ectb_1029_1,3,1,3,14,-inf,110,283,283
mz/sinorama/10/ectb_1029_1,3,1,3,15,-inf,113,286,289
mz/sinorama/10/ectb_1029_1,3,1,3,16,-inf,112,284,289
mz/sinorama/10/ectb_1029_1,3,1,3,17,-inf,93,241,244
mz/sinorama/10/ectb_1029_1,3,1,3,18,-inf,114,290,290
mz/sinorama/10/ectb_1029_1,3,1,3,19,-inf,101,266,266
mz/sinorama/10/ectb_1029_1,3,1,3,20,-inf,86,227,227
mz/sinorama/10/ectb_1029_1,3,1,3,21,-inf,85,224,225
mz/sinorama/10/ectb_1029_1,3,1,3,22,-inf,84,224,224
mz/sinorama/10/ectb_1029_1,3,1,3,23,-inf,91,234,239
mz/sinorama/10/ectb_1029_1,3,1,3,24,-inf,83,219,221
mz/sinorama/10/ectb_1029_1,3,1,3,25,-inf,90,230,232
mz/sinorama/10/ectb_1029_1,3,1,3,26,-inf,94,241,252
mz/sinorama/10/ectb_1029_1,3,1,3,27,-inf,81,213,232
mz/sinorama/10/ectb_1029_1,3,1,3,28,-inf,70,193,193
mz/sinorama/10/ectb_1029_1,3,1,3,29,-inf,80,213,221
mz/sinorama/10/ectb_1029_1,3,1,3,30,-inf,79,213,218
mz/sinorama/10/ectb_1029_1,3,1,3,31,-inf,78,213,215
mz/sinorama/10/ectb_1029_1,3,1,3,32,-inf,77,207,210
mz/sinorama/10/ectb_1029_1,3,1,3,33,-inf,76,204,211
mz/sinorama/10/ectb_1029_1,3,1,3,34,-inf,75,198,202
mz/sinorama/10/ectb_1029_1,3,1,3,35,-inf,74,198,199
mz/sinorama/10/ectb_1029_1,3,1,3,36,-inf,73,196,197
mz/sinorama/10/ectb_1029_1,3,1,3,37,-inf,72,196,196
mz/sinorama/10/ectb_1029_1,3,1,3,38,-inf,82,217,218
mz/sinorama/10/ectb_1029_1,3,1,3,39,-inf,69,191,191
mz/sinorama/10/ectb_1029_1,3,1,3,40,-inf,60,167,169
mz/sinorama/10/ectb_1029_1,3,1,3,41,-inf,68,188,189
mz/sinorama/10/ectb_1029_1,3,1,3,42,-inf,67,184,185
mz/sinorama/10/ectb_1029_1,3,1,3,43,-inf,66,182,182
mz/sinorama/10/ectb_1029_1,3,1,3,44,-inf,65,179,185
mz/sinorama/10/ectb_1029_1,3,1,3,45,-inf,64,178,178
mz/sinorama/10/ectb_1029_1,3,1,3,46,-inf,63,174,174
mz/sinorama/10/ectb_1029_1,3,1,3,47,-inf,62,171,173
mz/sinorama/10/ectb_1029_1,3,1,3,48,-inf,61,171,171
mz/sinorama/10/ectb_1029_1,3,1,3,49,-inf,115,291,291
mz/sinorama/10/ectb_1029_1,3,1,3,50,-inf,71,194,202
mz/sinorama/10/ectb_1029_1,4,1,4,1,0.0,-1,291,291
mz/sinorama/10/ectb_1029_1,4,1,4,2,-59.81247329711914,3,1,3
mz/sinorama/10/ectb_1029_1,4,1,4,3,-63.36412048339844,1,1,1
mz/sinorama/10/ectb_1029_1,4,1,4,4,-63.404144287109375,2,1,2
mz/sinorama/10/ectb_1029_1,4,1,4,5,-80.78356170654297,0,0,0
mz/sinorama/10/ectb_1029_1,4,1,4,6,-inf,112,284,289
mz/sinorama/10/ectb_1029_1,4,1,4,7,-inf,104,267,290
mz/sinorama/10/ectb_1029_1,4,1,4,8,-inf,105,268,289
mz/sinorama/10/ectb_1029_1,4,1,4,9,-inf,106,268,290
mz/sinorama/10/ectb_1029_1,4,1,4,10,-inf,107,271,271
mz/sinorama/10/ectb_1029_1,4,1,4,11,-inf,108,272,289
mz/sinorama/10/ectb_1029_1,4,1,4,12,-inf,109,277,289
mz/sinorama/10/ectb_1029_1,4,1,4,13,-inf,110,283,283
mz/sinorama/10/ectb_1029_1,4,1,4,14,-inf,111,284,284
mz/sinorama/10/ectb_1029_1,4,1,4,15,-inf,101,266,266
mz/sinorama/10/ectb_1029_1,4,1,4,16,-inf,113,286,289
mz/sinorama/10/ectb_1029_1,4,1,4,17,-inf,114,290,290
mz/sinorama/10/ectb_1029_1,4,1,4,18,-inf,102,266,290
mz/sinorama/10/ectb_1029_1,4,1,4,19,-inf,86,227,227
mz/sinorama/10/ectb_1029_1,4,1,4,20,-inf,85,224,225
mz/sinorama/10/ectb_1029_1,4,1,4,21,-inf,84,224,224
mz/sinorama/10/ectb_1029_1,4,1,4,22,-inf,83,219,221
mz/sinorama/10/ectb_1029_1,4,1,4,23,-inf,90,230,232
mz/sinorama/10/ectb_1029_1,4,1,4,24,-inf,82,217,218
mz/sinorama/10/ectb_1029_1,4,1,4,25,-inf,103,267,267
mz/sinorama/10/ectb_1029_1,4,1,4,26,-inf,93,241,244
mz/sinorama/10/ectb_1029_1,4,1,4,27,-inf,80,213,221
mz/sinorama/10/ectb_1029_1,4,1,4,28,-inf,69,191,191
mz/sinorama/10/ectb_1029_1,4,1,4,29,-inf,79,213,218
mz/sinorama/10/ectb_1029_1,4,1,4,30,-inf,78,213,215
mz/sinorama/10/ectb_1029_1,4,1,4,31,-inf,77,207,210
mz/sinorama/10/ectb_1029_1,4,1,4,32,-inf,76,204,211
mz/sinorama/10/ectb_1029_1,4,1,4,33,-inf,75,198,202
mz/sinorama/10/ectb_1029_1,4,1,4,34,-inf,74,198,199
mz/sinorama/10/ectb_1029_1,4,1,4,35,-inf,73,196,197
mz/sinorama/10/ectb_1029_1,4,1,4,36,-inf,72,196,196
mz/sinorama/10/ectb_1029_1,4,1,4,37,-inf,71,194,202
mz/sinorama/10/ectb_1029_1,4,1,4,38,-inf,81,213,232
mz/sinorama/10/ectb_1029_1,4,1,4,39,-inf,68,188,189
mz/sinorama/10/ectb_1029_1,4,1,4,40,-inf,91,234,239
mz/sinorama/10/ectb_1029_1,4,1,4,41,-inf,67,184,185
mz/sinorama/10/ectb_1029_1,4,1,4,42,-inf,66,182,182
mz/sinorama/10/ectb_1029_1,4,1,4,43,-inf,65,179,185
mz/sinorama/10/ectb_1029_1,4,1,4,44,-inf,64,178,178
mz/sinorama/10/ectb_1029_1,4,1,4,45,-inf,63,174,174
mz/sinorama/10/ectb_1029_1,4,1,4,46,-inf,62,171,173
mz/sinorama/10/ectb_1029_1,4,1,4,47,-inf,61,171,171
mz/sinorama/10/ectb_1029_1,4,1,4,48,-inf,115,291,291
mz/sinorama/10/ectb_1029_1,4,1,4,49,-inf,70,193,193
mz/sinorama/10/ectb_1029_1,4,1,4,50,-inf,60,167,169
mz/sinorama/10/ectb_1029_1,5,1,5,1,0.0,-1,291,291
mz/sinorama/10/ectb_1029_1,5,1,5,2,-57.37388610839844,4,1,4
mz/sinorama/10/ectb_1029_1,5,1,5,3,-65.02848815917969,3,1,3
mz/sinorama/10/ectb_1029_1,5,1,5,4,-67.2613525390625,1,1,1
mz/sinorama/10/ectb_1029_1,5,1,5,5,-70.28723907470703,2,1,2
mz/sinorama/10/ectb_1029_1,5,1,5,6,-71.2712173461914,0,0,0
mz/sinorama/10/ectb_1029_1,5,1,5,7,-inf,113,286,289
mz/sinorama/10/ectb_1029_1,5,1,5,8,-inf,105,268,289
mz/sinorama/10/ectb_1029_1,5,1,5,9,-inf,106,268,290
mz/sinorama/10/ectb_1029_1,5,1,5,10,-inf,107,271,271
mz/sinorama/10/ectb_1029_1,5,1,5,11,-inf,108,272,289
mz/sinorama/10/ectb_1029_1,5,1,5,12,-inf,109,277,289
mz/sinorama/10/ectb_1029_1,5,1,5,13,-inf,110,283,283
mz/sinorama/10/ectb_1029_1,5,1,5,14,-inf,111,284,284
mz/sinorama/10/ectb_1029_1,5,1,5,15,-inf,112,284,289
mz/sinorama/10/ectb_1029_1,5,1,5,16,-inf,87,227,232
mz/sinorama/10/ectb_1029_1,5,1,5,17,-inf,114,290,290
mz/sinorama/10/ectb_1029_1,5,1,5,18,-inf,101,266,266
mz/sinorama/10/ectb_1029_1,5,1,5,19,-inf,103,267,267
mz/sinorama/10/ectb_1029_1,5,1,5,20,-inf,86,227,227
mz/sinorama/10/ectb_1029_1,5,1,5,21,-inf,85,224,225
mz/sinorama/10/ectb_1029_1,5,1,5,22,-inf,84,224,224
mz/sinorama/10/ectb_1029_1,5,1,5,23,-inf,92,234,252
mz/sinorama/10/ectb_1029_1,5,1,5,24,-inf,83,219,221
mz/sinorama/10/ectb_1029_1,5,1,5,25,-inf,104,267,290
mz/sinorama/10/ectb_1029_1,5,1,5,26,-inf,91,234,239
mz/sinorama/10/ectb_1029_1,5,1,5,27,-inf,81,213,232
mz/sinorama/10/ectb_1029_1,5,1,5,28,-inf,70,193,193
mz/sinorama/10/ectb_1029_1,5,1,5,29,-inf,80,213,221
mz/sinorama/10/ectb_1029_1,5,1,5,30,-inf,79,213,218
mz/sinorama/10/ectb_1029_1,5,1,5,31,-inf,78,213,215
mz/sinorama/10/ectb_1029_1,5,1,5,32,-inf,77,207,210
mz/sinorama/10/ectb_1029_1,5,1,5,33,-inf,76,204,211
mz/sinorama/10/ectb_1029_1,5,1,5,34,-inf,75,198,202
mz/sinorama/10/ectb_1029_1,5,1,5,35,-inf,74,198,199
mz/sinorama/10/ectb_1029_1,5,1,5,36,-inf,73,196,197
mz/sinorama/10/ectb_1029_1,5,1,5,37,-inf,72,196,196
mz/sinorama/10/ectb_1029_1,5,1,5,38,-inf,82,217,218
mz/sinorama/10/ectb_1029_1,5,1,5,39,-inf,69,191,191
mz/sinorama/10/ectb_1029_1,5,1,5,40,-inf,93,241,244
mz/sinorama/10/ectb_1029_1,5,1,5,41,-inf,68,188,189
mz/sinorama/10/ectb_1029_1,5,1,5,42,-inf,67,184,185
mz/sinorama/10/ectb_1029_1,5,1,5,43,-inf,66,182,182
mz/sinorama/10/ectb_1029_1,5,1,5,44,-inf,65,179,185
mz/sinorama/10/ectb_1029_1,5,1,5,45,-inf,64,178,178
mz/sinorama/10/ectb_1029_1,5,1,5,46,-inf,63,174,174
mz/sinorama/10/ectb_1029_1,5,1,5,47,-inf,62,171,173
mz/sinorama/10/ectb_1029_1,5,1,5,48,-inf,115,291,291
mz/sinorama/10/ectb_1029_1,5,1,5,49,-inf,71,194,202
mz/sinorama/10/ectb_1029_1,5,1,5,50,-inf,61,171,171
