doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
nw/xinhua/01/chtb_0139_0,0,2,2,1,0.0,-1,756,757
nw/xinhua/01/chtb_0139_0,0,2,2,2,-inf,21,361,361
nw/xinhua/01/chtb_0139_0,0,2,2,3,-inf,12,164,164
nw/xinhua/01/chtb_0139_0,0,2,2,4,-inf,15,253,255
nw/xinhua/01/chtb_0139_0,0,2,2,5,-inf,16,259,259
nw/xinhua/01/chtb_0139_0,0,2,2,6,-inf,17,261,263
nw/xinhua/01/chtb_0139_0,0,2,2,7,-inf,18,279,281
nw/xinhua/01/chtb_0139_0,0,2,2,8,-inf,14,220,222
nw/xinhua/01/chtb_0139_0,0,2,2,9,-inf,20,342,344
nw/xinhua/01/chtb_0139_0,0,2,2,10,-inf,8,123,125
nw/xinhua/01/chtb_0139_0,0,2,2,11,-inf,7,117,119
nw/xinhua/01/chtb_0139_0,0,2,2,12,-inf,6,100,101
nw/xinhua/01/chtb_0139_0,0,2,2,13,-inf,5,46,46
nw/xinhua/01/chtb_0139_0,0,2,2,14,-inf,4,36,37
nw/xinhua/01/chtb_0139_0,0,2,2,15,-inf,3,30,35
nw/xinhua/01/chtb_0139_0,0,2,2,16,-inf,2,30,32
nw/xinhua/01/chtb_0139_0,0,2,2,17,-inf,1,4,6
nw/xinhua/01/chtb_0139_0,0,2,2,18,-inf,10,135,141
nw/xinhua/01/chtb_0139_0,0,2,2,19,-inf,9,129,129
nw/xinhua/01/chtb_0139_0,0,2,2,20,-inf,11,158,160
nw/xinhua/01/chtb_0139_0,0,2,2,21,-inf,13,199,199
nw/xinhua/01/chtb_0139_0,0,2,2,22,-inf,29,469,470
nw/xinhua/01/chtb_0139_0,0,2,2,23,-inf,19,306,306
nw/xinhua/01/chtb_0139_0,0,2,2,24,-inf,22,371,371
nw/xinhua/01/chtb_0139_0,0,2,2,25,-inf,23,380,381
nw/xinhua/01/chtb_0139_0,0,2,2,26,-inf,24,400,400
nw/xinhua/01/chtb_0139_0,0,2,2,27,-inf,25,401,402
nw/xinhua/01/chtb_0139_0,0,2,2,28,-inf,26,407,408
nw/xinhua/01/chtb_0139_0,0,2,2,29,-inf,27,429,429
nw/xinhua/01/chtb_0139_0,0,2,2,30,-inf,28,441,441
nw/xinhua/01/chtb_0139_0,0,2,2,31,-inf,30,498,499
nw/xinhua/01/chtb_0139_0,0,2,2,32,-inf,38,756,757
nw/xinhua/01/chtb_0139_0,0,2,2,33,-inf,31,549,549
nw/xinhua/01/chtb_0139_0,0,2,2,34,-inf,32,615,615
nw/xinhua/01/chtb_0139_0,0,2,2,35,-inf,33,660,661
nw/xinhua/01/chtb_0139_0,0,2,2,36,-inf,34,667,683
nw/xinhua/01/chtb_0139_0,0,2,2,37,-inf,35,677,677
nw/xinhua/01/chtb_0139_0,0,2,2,38,-inf,36,685,685
nw/xinhua/01/chtb_0139_0,0,2,2,39,-inf,37,690,691
nw/xinhua/01/chtb_0139_0,1,4,6,1,0.0,-1,756,757
nw/xinhua/01/chtb_0139_0,1,4,6,2,-42.460296630859375,0,2,2
nw/xinhua/01/chtb_0139_0,1,4,6,3,-inf,7,117,119
nw/xinhua/01/chtb_0139_0,1,4,6,4,-inf,15,253,255
nw/xinhua/01/chtb_0139_0,1,4,6,5,-inf,16,259,259
nw/xinhua/01/chtb_0139_0,1,4,6,6,-inf,17,261,263
nw/xinhua/01/chtb_0139_0,1,4,6,7,-inf,18,279,281
nw/xinhua/01/chtb_0139_0,1,4,6,8,-inf,14,220,222
nw/xinhua/01/chtb_0139_0,1,4,6,9,-inf,9,129,129
nw/xinhua/01/chtb_0139_0,1,4,6,10,-inf,20,342,344
nw/xinhua/01/chtb_0139_0,1,4,6,11,-inf,6,100,101
nw/xinhua/01/chtb_0139_0,1,4,6,12,-inf,22,371,371
nw/xinhua/01/chtb_0139_0,1,4,6,13,-inf,5,46,46
nw/xinhua/01/chtb_0139_0,1,4,6,14,-inf,4,36,37
nw/xinhua/01/chtb_0139_0,1,4,6,15,-inf,3,30,35
nw/xinhua/01/chtb_0139_0,1,4,6,16,-inf,2,30,32
nw/xinhua/01/chtb_0139_0,1,4,6,17,-inf,1,4,6
nw/xinhua/01/chtb_0139_0,1,4,6,18,-inf,10,135,141
nw/xinhua/01/chtb_0139_0,1,4,6,19,-inf,8,123,125
nw/xinhua/01/chtb_0139_0,1,4,6,20,-inf,12,164,164
nw/xinhua/01/chtb_0139_0,1,4,6,21,-inf,13,199,199
nw/xinhua/01/chtb_0139_0,1,4,6,22,-inf,19,306,306
nw/xinhua/01/chtb_0139_0,1,4,6,23,-inf,21,361,361
nw/xinhua/01/chtb_0139_0,1,4,6,24,-inf,23,380,381
nw/xinhua/01/chtb_0139_0,1,4,6,25,-inf,24,400,400
nw/xinhua/01/chtb_0139_0,1,4,6,26,-inf,25,401,402
nw/xinhua/01/chtb_0139_0,1,4,6,27,-inf,26,407,408
nw/xinhua/01/chtb_0139_0,1,4,6,28,-inf,27,429,429
nw/xinhua/01/chtb_0139_0,1,4,6,29,-inf,28,441,441
nw/xinhua/01/chtb_0139_0,1,4,6,30,-inf,29,469,470
nw/xinhua/01/chtb_0139_0,1,4,6,31,-inf,31,549,549
nw/xinhua/01/chtb_0139_0,1,4,6,32,-inf,30,498,499
nw/xinhua/01/chtb_0139_0,1,4,6,33,-inf,32,615,615
nw/xinhua/01/chtb_0139_0,1,4,6,34,-inf,33,660,661
nw/xinhua/01/chtb_0139_0,1,4,6,35,-inf,34,667,683
nw/xinhua/01/chtb_0139_0,1,4,6,36,-inf,35,677,677
nw/xinhua/01/chtb_0139_0,1,4,6,37,-inf,36,685,685
nw/xinhua/01/chtb_0139_0,1,4,6,38,-inf,37,690,691
nw/xinhua/01/chtb_0139_0,1,4,6,39,-inf,38,756,757
nw/xinhua/01/chtb_0139_0,2,30,32,1,28.18016815185547,1,4,6
nw/xinhua/01/chtb_0139_0,2,30,32,2,0.0,-1,756,757
nw/xinhua/01/chtb_0139_0,2,30,32,3,-32.36540985107422,0,2,2
nw/xinhua/01/chtb_0139_0,2,30,32,4,-inf,8,123,125
nw/xinhua/01/chtb_0139_0,2,30,32,5,-inf,16,259,259
nw/xinhua/01/chtb_0139_0,2,30,32,6,-inf,17,261,263
nw/xinhua/01/chtb_0139_0,2,30,32,7,-inf,18,279,281
nw/xinhua/01/chtb_0139_0,2,30,32,8,-inf,19,306,306
nw/xinhua/01/chtb_0139_0,2,30,32,9,-inf,15,253,255
nw/xinhua/01/chtb_0139_0,2,30,32,10,-inf,10,135,141
nw/xinhua/01/chtb_0139_0,2,30,32,11,-inf,9,129,129
nw/xinhua/01/chtb_0139_0,2,30,32,12,-inf,7,117,119
nw/xinhua/01/chtb_0139_0,2,30,32,13,-inf,21,361,361
nw/xinhua/01/chtb_0139_0,2,30,32,14,-inf,6,100,101
nw/xinhua/01/chtb_0139_0,2,30,32,15,-inf,5,46,46
nw/xinhua/01/chtb_0139_0,2,30,32,16,-inf,4,36,37
nw/xinhua/01/chtb_0139_0,2,30,32,17,-inf,3,30,35
nw/xinhua/01/chtb_0139_0,2,30,32,18,-inf,20,342,344
nw/xinhua/01/chtb_0139_0,2,30,32,19,-inf,2,30,32
nw/xinhua/01/chtb_0139_0,2,30,32,20,-inf,13,199,199
nw/xinhua/01/chtb_0139_0,2,30,32,21,-inf,14,220,222
nw/xinhua/01/chtb_0139_0,2,30,32,22,-inf,38,756,757
nw/xinhua/01/chtb_0139_0,2,30,32,23,-inf,11,158,160
nw/xinhua/01/chtb_0139_0,2,30,32,24,-inf,22,371,371
nw/xinhua/01/chtb_0139_0,2,30,32,25,-inf,23,380,381
nw/xinhua/01/chtb_0139_0,2,30,32,26,-inf,24,400,400
nw/xinhua/01/chtb_0139_0,2,30,32,27,-inf,25,401,402
nw/xinhua/01/chtb_0139_0,2,30,32,28,-inf,26,407,408
nw/xinhua/01/chtb_0139_0,2,30,32,29,-inf,27,429,429
nw/xinhua/01/chtb_0139_0,2,30,32,30,-inf,28,441,441
nw/xinhua/01/chtb_0139_0,2,30,32,31,-inf,30,498,499
nw/xinhua/01/chtb_0139_0,2,30,32,32,-inf,29,469,470
nw/xinhua/01/chtb_0139_0,2,30,32,33,-inf,31,549,549
nw/xinhua/01/chtb_0139_0,2,30,32,34,-inf,32,615,615
nw/xinhua/01/chtb_0139_0,2,30,32,35,-inf,33,660,661
nw/xinhua/01/chtb_0139_0,2,30,32,36,-inf,34,667,683
nw/xinhua/01/chtb_0139_0,2,30,32,37,-inf,35,677,677
nw/xinhua/01/chtb_0139_0,2,30,32,38,-inf,36,685,685
nw/xinhua/01/chtb_0139_0,2,30,32,39,-inf,37,690,691
nw/xinhua/01/chtb_0139_0,3,30,35,1,0.0,-1,756,757
nw/xinhua/01/chtb_0139_0,3,30,35,2,-89.4886703491211,2,30,32
nw/xinhua/01/chtb_0139_0,3,30,35,3,-89.86814880371094,1,4,6
nw/xinhua/01/chtb_0139_0,3,30,35,4,-91.41163635253906,0,2,2
nw/xinhua/01/chtb_0139_0,3,30,35,5,-inf,8,123,125
nw/xinhua/01/chtb_0139_0,3,30,35,6,-inf,17,261,263
nw/xinhua/01/chtb_0139_0,3,30,35,7,-inf,18,279,281
nw/xinhua/01/chtb_0139_0,3,30,35,8,-inf,19,306,306
nw/xinhua/01/chtb_0139_0,3,30,35,9,-inf,15,253,255
nw/xinhua/01/chtb_0139_0,3,30,35,10,-inf,10,135,141
nw/xinhua/01/chtb_0139_0,3,30,35,11,-inf,9,129,129
nw/xinhua/01/chtb_0139_0,3,30,35,12,-inf,6,100,101
nw/xinhua/01/chtb_0139_0,3,30,35,13,-inf,7,117,119
nw/xinhua/01/chtb_0139_0,3,30,35,14,-inf,22,371,371
nw/xinhua/01/chtb_0139_0,3,30,35,15,-inf,5,46,46
nw/xinhua/01/chtb_0139_0,3,30,35,16,-inf,4,36,37
nw/xinhua/01/chtb_0139_0,3,30,35,17,-inf,3,30,35
nw/xinhua/01/chtb_0139_0,3,30,35,18,-inf,20,342,344
nw/xinhua/01/chtb_0139_0,3,30,35,19,-inf,11,158,160
nw/xinhua/01/chtb_0139_0,3,30,35,20,-inf,16,259,259
nw/xinhua/01/chtb_0139_0,3,30,35,21,-inf,14,220,222
nw/xinhua/01/chtb_0139_0,3,30,35,22,-inf,12,164,164
nw/xinhua/01/chtb_0139_0,3,30,35,23,-inf,30,498,499
nw/xinhua/01/chtb_0139_0,3,30,35,24,-inf,23,380,381
nw/xinhua/01/chtb_0139_0,3,30,35,25,-inf,24,400,400
nw/xinhua/01/chtb_0139_0,3,30,35,26,-inf,25,401,402
nw/xinhua/01/chtb_0139_0,3,30,35,27,-inf,26,407,408
nw/xinhua/01/chtb_0139_0,3,30,35,28,-inf,27,429,429
nw/xinhua/01/chtb_0139_0,3,30,35,29,-inf,28,441,441
nw/xinhua/01/chtb_0139_0,3,30,35,30,-inf,21,361,361
nw/xinhua/01/chtb_0139_0,3,30,35,31,-inf,31,549,549
nw/xinhua/01/chtb_0139_0,3,30,35,32,-inf,38,756,757
nw/xinhua/01/chtb_0139_0,3,30,35,33,-inf,32,615,615
nw/xinhua/01/chtb_0139_0,3,30,35,34,-inf,33,660,661
nw/xinhua/01/chtb_0139_0,3,30,35,35,-inf,34,667,683
nw/xinhua/01/chtb_0139_0,3,30,35,36,-inf,35,677,677
nw/xinhua/01/chtb_0139_0,3,30,35,37,-inf,36,685,685
nw/xinhua/01/chtb_0139_0,3,30,35,38,-inf,37,690,691
nw/xinhua/01/chtb_0139_0,3,30,35,39,-inf,29,469,470
nw/xinhua/01/chtb_0139_0,4,36,37,1,0.0,-1,756,757
nw/xinhua/01/chtb_0139_0,4,36,37,2,-22.847198486328125,0,2,2
nw/xinhua/01/chtb_0139_0,4,36,37,3,-58.36344909667969,1,4,6
nw/xinhua/01/chtb_0139_0,4,36,37,4,-61.59482955932617,2,30,32
nw/xinhua/01/chtb_0139_0,4,36,37,5,-71.4386215209961,3,30,35
nw/xinhua/01/chtb_0139_0,4,36,37,6,-inf,9,129,129
nw/xinhua/01/chtb_0139_0,4,36,37,7,-inf,18,279,281
nw/xinhua/01/chtb_0139_0,4,36,37,8,-inf,19,306,306
nw/xinhua/01/chtb_0139_0,4,36,37,9,-inf,20,342,344
nw/xinhua/01/chtb_0139_0,4,36,37,10,-inf,16,259,259
nw/xinhua/01/chtb_0139_0,4,36,37,11,-inf,11,158,160
nw/xinhua/01/chtb_0139_0,4,36,37,12,-inf,10,135,141
nw/xinhua/01/chtb_0139_0,4,36,37,13,-inf,7,117,119
nw/xinhua/01/chtb_0139_0,4,36,37,14,-inf,8,123,125
nw/xinhua/01/chtb_0139_0,4,36,37,15,-inf,22,371,371
nw/xinhua/01/chtb_0139_0,4,36,37,16,-inf,6,100,101
nw/xinhua/01/chtb_0139_0,4,36,37,17,-inf,5,46,46
nw/xinhua/01/chtb_0139_0,4,36,37,18,-inf,21,361,361
nw/xinhua/01/chtb_0139_0,4,36,37,19,-inf,4,36,37
nw/xinhua/01/chtb_0139_0,4,36,37,20,-inf,17,261,263
nw/xinhua/01/chtb_0139_0,4,36,37,21,-inf,15,253,255
nw/xinhua/01/chtb_0139_0,4,36,37,22,-inf,13,199,199
nw/xinhua/01/chtb_0139_0,4,36,37,23,-inf,30,498,499
nw/xinhua/01/chtb_0139_0,4,36,37,24,-inf,23,380,381
