doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
pt/nt/42/nt_4219_1,0,2,2,1,0.0,-1,578,578
pt/nt/42/nt_4219_1,0,2,2,2,-inf,43,177,178
pt/nt/42/nt_4219_1,0,2,2,3,-inf,40,163,164
pt/nt/42/nt_4219_1,0,2,2,4,-inf,50,197,197
pt/nt/42/nt_4219_1,0,2,2,5,-inf,41,169,170
pt/nt/42/nt_4219_1,0,2,2,6,-inf,34,138,139
pt/nt/42/nt_4219_1,0,2,2,7,-inf,35,143,143
pt/nt/42/nt_4219_1,0,2,2,8,-inf,36,146,147
pt/nt/42/nt_4219_1,0,2,2,9,-inf,37,153,153
pt/nt/42/nt_4219_1,0,2,2,10,-inf,38,157,157
pt/nt/42/nt_4219_1,0,2,2,11,-inf,39,157,159
pt/nt/42/nt_4219_1,0,2,2,12,-inf,51,199,201
pt/nt/42/nt_4219_1,0,2,2,13,-inf,45,184,184
pt/nt/42/nt_4219_1,0,2,2,14,-inf,48,191,191
pt/nt/42/nt_4219_1,0,2,2,15,-inf,47,188,188
pt/nt/42/nt_4219_1,0,2,2,16,-inf,46,186,186
pt/nt/42/nt_4219_1,0,2,2,17,-inf,42,172,172
pt/nt/42/nt_4219_1,0,2,2,18,-inf,65,256,256
pt/nt/42/nt_4219_1,0,2,2,19,-inf,0,2,2
pt/nt/42/nt_4219_1,0,2,2,20,-inf,67,260,260
pt/nt/42/nt_4219_1,0,2,2,21,-inf,52,203,203
pt/nt/42/nt_4219_1,0,2,2,22,-inf,53,206,207
pt/nt/42/nt_4219_1,0,2,2,23,-inf,54,209,209
pt/nt/42/nt_4219_1,0,2,2,24,-inf,55,211,212
pt/nt/42/nt_4219_1,0,2,2,25,-inf,56,214,214
pt/nt/42/nt_4219_1,0,2,2,26,-inf,57,217,218
pt/nt/42/nt_4219_1,0,2,2,27,-inf,58,220,220
pt/nt/42/nt_4219_1,0,2,2,28,-inf,59,222,222
pt/nt/42/nt_4219_1,0,2,2,29,-inf,60,227,227
pt/nt/42/nt_4219_1,0,2,2,30,-inf,61,229,229
pt/nt/42/nt_4219_1,0,2,2,31,-inf,62,236,240
pt/nt/42/nt_4219_1,0,2,2,32,-inf,63,242,246
pt/nt/42/nt_4219_1,0,2,2,33,-inf,33,138,138
pt/nt/42/nt_4219_1,0,2,2,34,-inf,1,7,7
pt/nt/42/nt_4219_1,0,2,2,35,-inf,2,11,11
pt/nt/42/nt_4219_1,0,2,2,36,-inf,3,13,13
pt/nt/42/nt_4219_1,0,2,2,37,-inf,24,108,108
pt/nt/42/nt_4219_1,0,2,2,38,-inf,16,79,79
pt/nt/42/nt_4219_1,0,2,2,39,-inf,17,83,83
pt/nt/42/nt_4219_1,0,2,2,40,-inf,18,86,86
pt/nt/42/nt_4219_1,0,2,2,41,-inf,19,91,91
pt/nt/42/nt_4219_1,0,2,2,42,-inf,20,93,93
pt/nt/42/nt_4219_1,0,2,2,43,-inf,21,96,98
pt/nt/42/nt_4219_1,0,2,2,44,-inf,22,100,100
pt/nt/42/nt_4219_1,0,2,2,45,-inf,23,105,106
pt/nt/42/nt_4219_1,0,2,2,46,-inf,15,64,75
pt/nt/42/nt_4219_1,0,2,2,47,-inf,25,113,115
pt/nt/42/nt_4219_1,0,2,2,48,-inf,26,118,118
pt/nt/42/nt_4219_1,0,2,2,49,-inf,27,120,120
pt/nt/42/nt_4219_1,0,2,2,50,-inf,28,122,124
pt/nt/42/nt_4219_1,0,2,2,51,-inf,29,127,127
pt/nt/42/nt_4219_1,0,2,2,52,-inf,30,129,129
pt/nt/42/nt_4219_1,0,2,2,53,-inf,31,131,131
pt/nt/42/nt_4219_1,0,2,2,54,-inf,32,135,135
pt/nt/42/nt_4219_1,0,2,2,55,-inf,14,61,61
pt/nt/42/nt_4219_1,0,2,2,56,-inf,13,58,59
pt/nt/42/nt_4219_1,0,2,2,57,-inf,12,56,56
pt/nt/42/nt_4219_1,0,2,2,58,-inf,11,50,50
pt/nt/42/nt_4219_1,0,2,2,59,-inf,10,48,53
pt/nt/42/nt_4219_1,0,2,2,60,-inf,9,41,41
pt/nt/42/nt_4219_1,0,2,2,61,-inf,8,38,39
pt/nt/42/nt_4219_1,0,2,2,62,-inf,7,38,38
pt/nt/42/nt_4219_1,0,2,2,63,-inf,6,36,39
pt/nt/42/nt_4219_1,0,2,2,64,-inf,5,33,33
pt/nt/42/nt_4219_1,0,2,2,65,-inf,4,24,31
pt/nt/42/nt_4219_1,0,2,2,66,-inf,64,250,250
pt/nt/42/nt_4219_1,0,2,2,67,-inf,44,180,182
pt/nt/42/nt_4219_1,0,2,2,68,-inf,98,408,408
pt/nt/42/nt_4219_1,0,2,2,69,-inf,82,336,336
pt/nt/42/nt_4219_1,0,2,2,70,-inf,68,266,266
pt/nt/42/nt_4219_1,0,2,2,71,-inf,69,270,270
pt/nt/42/nt_4219_1,0,2,2,72,-inf,70,278,278
pt/nt/42/nt_4219_1,0,2,2,73,-inf,71,281,290
pt/nt/42/nt_4219_1,0,2,2,74,-inf,72,289,290
pt/nt/42/nt_4219_1,0,2,2,75,-inf,73,299,299
pt/nt/42/nt_4219_1,0,2,2,76,-inf,74,303,308
pt/nt/42/nt_4219_1,0,2,2,77,-inf,75,311,311
pt/nt/42/nt_4219_1,0,2,2,78,-inf,76,315,315
pt/nt/42/nt_4219_1,0,2,2,79,-inf,77,318,318
pt/nt/42/nt_4219_1,0,2,2,80,-inf,78,318,319
pt/nt/42/nt_4219_1,0,2,2,81,-inf,79,323,324
pt/nt/42/nt_4219_1,0,2,2,82,-inf,80,329,329
pt/nt/42/nt_4219_1,0,2,2,83,-inf,81,334,334
pt/nt/42/nt_4219_1,0,2,2,84,-inf,66,258,258
pt/nt/42/nt_4219_1,0,2,2,85,-inf,107,459,459
pt/nt/42/nt_4219_1,0,2,2,86,-inf,84,339,340
pt/nt/42/nt_4219_1,0,2,2,87,-inf,85,346,346
pt/nt/42/nt_4219_1,0,2,2,88,-inf,86,352,352
pt/nt/42/nt_4219_1,0,2,2,89,-inf,87,356,356
pt/nt/42/nt_4219_1,0,2,2,90,-inf,88,359,359
pt/nt/42/nt_4219_1,0,2,2,91,-inf,89,363,364
pt/nt/42/nt_4219_1,0,2,2,92,-inf,90,366,366
pt/nt/42/nt_4219_1,0,2,2,93,-inf,91,371,371
pt/nt/42/nt_4219_1,0,2,2,94,-inf,92,377,377
pt/nt/42/nt_4219_1,0,2,2,95,-inf,93,379,379
pt/nt/42/nt_4219_1,0,2,2,96,-inf,94,385,385
pt/nt/42/nt_4219_1,0,2,2,97,-inf,95,393,393
pt/nt/42/nt_4219_1,0,2,2,98,-inf,96,401,401
pt/nt/42/nt_4219_1,0,2,2,99,-inf,97,401,402
pt/nt/42/nt_4219_1,0,2,2,100,-inf,83,339,339
pt/nt/42/nt_4219_1,0,2,2,101,-inf,131,578,578
pt/nt/42/nt_4219_1,0,2,2,102,-inf,130,571,572
pt/nt/42/nt_4219_1,0,2,2,103,-inf,129,569,569
pt/nt/42/nt_4219_1,0,2,2,104,-inf,115,504,504
pt/nt/42/nt_4219_1,0,2,2,105,-inf,114,491,492
pt/nt/42/nt_4219_1,0,2,2,106,-inf,113,491,491
pt/nt/42/nt_4219_1,0,2,2,107,-inf,112,479,479
pt/nt/42/nt_4219_1,0,2,2,108,-inf,111,471,477
pt/nt/42/nt_4219_1,0,2,2,109,-inf,110,466,466
