doc_key,span_idx,span_start,span_end,antecedent_rank,antecedent_score,antecedent_idx,antecedent_start,antecedent_end
tc/ch/00/ch_0049_1,0,1,1,1,0.0,-1,566,566
tc/ch/00/ch_0049_1,0,1,1,2,-inf,26,145,145
tc/ch/00/ch_0049_1,0,1,1,3,-inf,0,1,1
tc/ch/00/ch_0049_1,0,1,1,4,-inf,29,168,168
tc/ch/00/ch_0049_1,0,1,1,5,-inf,30,174,174
tc/ch/00/ch_0049_1,0,1,1,6,-inf,28,163,165
tc/ch/00/ch_0049_1,0,1,1,7,-inf,25,130,130
tc/ch/00/ch_0049_1,0,1,1,8,-inf,24,126,126
tc/ch/00/ch_0049_1,0,1,1,9,-inf,23,117,117
tc/ch/00/ch_0049_1,0,1,1,10,-inf,22,111,111
tc/ch/00/ch_0049_1,0,1,1,11,-inf,32,185,185
tc/ch/00/ch_0049_1,0,1,1,12,-inf,21,106,106
tc/ch/00/ch_0049_1,0,1,1,13,-inf,43,241,241
tc/ch/00/ch_0049_1,0,1,1,14,-inf,34,200,200
tc/ch/00/ch_0049_1,0,1,1,15,-inf,35,200,202
tc/ch/00/ch_0049_1,0,1,1,16,-inf,36,209,209
tc/ch/00/ch_0049_1,0,1,1,17,-inf,37,212,212
tc/ch/00/ch_0049_1,0,1,1,18,-inf,38,214,214
tc/ch/00/ch_0049_1,0,1,1,19,-inf,39,214,215
tc/ch/00/ch_0049_1,0,1,1,20,-inf,40,217,217
tc/ch/00/ch_0049_1,0,1,1,21,-inf,33,192,192
tc/ch/00/ch_0049_1,0,1,1,22,-inf,1,6,7
tc/ch/00/ch_0049_1,0,1,1,23,-inf,63,390,390
tc/ch/00/ch_0049_1,0,1,1,24,-inf,12,58,59
tc/ch/00/ch_0049_1,0,1,1,25,-inf,9,43,43
tc/ch/00/ch_0049_1,0,1,1,26,-inf,19,95,95
tc/ch/00/ch_0049_1,0,1,1,27,-inf,18,94,94
tc/ch/00/ch_0049_1,0,1,1,28,-inf,17,92,92
tc/ch/00/ch_0049_1,0,1,1,29,-inf,16,89,89
tc/ch/00/ch_0049_1,0,1,1,30,-inf,15,79,79
tc/ch/00/ch_0049_1,0,1,1,31,-inf,14,70,70
tc/ch/00/ch_0049_1,0,1,1,32,-inf,13,68,68
tc/ch/00/ch_0049_1,0,1,1,33,-inf,11,54,54
tc/ch/00/ch_0049_1,0,1,1,34,-inf,2,9,9
tc/ch/00/ch_0049_1,0,1,1,35,-inf,10,46,46
tc/ch/00/ch_0049_1,0,1,1,36,-inf,20,100,100
tc/ch/00/ch_0049_1,0,1,1,37,-inf,8,40,40
tc/ch/00/ch_0049_1,0,1,1,38,-inf,7,38,38
tc/ch/00/ch_0049_1,0,1,1,39,-inf,6,30,36
tc/ch/00/ch_0049_1,0,1,1,40,-inf,5,27,27
tc/ch/00/ch_0049_1,0,1,1,41,-inf,4,21,21
tc/ch/00/ch_0049_1,0,1,1,42,-inf,3,11,11
tc/ch/00/ch_0049_1,0,1,1,43,-inf,41,222,222
tc/ch/00/ch_0049_1,0,1,1,44,-inf,27,154,154
tc/ch/00/ch_0049_1,0,1,1,45,-inf,75,494,495
tc/ch/00/ch_0049_1,0,1,1,46,-inf,53,328,328
tc/ch/00/ch_0049_1,0,1,1,47,-inf,45,246,248
tc/ch/00/ch_0049_1,0,1,1,48,-inf,46,251,251
tc/ch/00/ch_0049_1,0,1,1,49,-inf,47,257,257
tc/ch/00/ch_0049_1,0,1,1,50,-inf,48,271,271
tc/ch/00/ch_0049_1,0,1,1,51,-inf,49,281,281
tc/ch/00/ch_0049_1,0,1,1,52,-inf,50,291,291
tc/ch/00/ch_0049_1,0,1,1,53,-inf,51,316,316
tc/ch/00/ch_0049_1,0,1,1,54,-inf,52,320,320
tc/ch/00/ch_0049_1,0,1,1,55,-inf,42,239,239
tc/ch/00/ch_0049_1,0,1,1,56,-inf,65,404,405
tc/ch/00/ch_0049_1,0,1,1,57,-inf,55,351,351
tc/ch/00/ch_0049_1,0,1,1,58,-inf,56,352,352
tc/ch/00/ch_0049_1,0,1,1,59,-inf,57,356,356
tc/ch/00/ch_0049_1,0,1,1,60,-inf,58,356,358
tc/ch/00/ch_0049_1,0,1,1,61,-inf,59,363,364
tc/ch/00/ch_0049_1,0,1,1,62,-inf,60,372,373
tc/ch/00/ch_0049_1,0,1,1,63,-inf,61,378,379
tc/ch/00/ch_0049_1,0,1,1,64,-inf,62,385,385
tc/ch/00/ch_0049_1,0,1,1,65,-inf,44,246,246
tc/ch/00/ch_0049_1,0,1,1,66,-inf,54,342,342
tc/ch/00/ch_0049_1,0,1,1,67,-inf,84,566,566
tc/ch/00/ch_0049_1,0,1,1,68,-inf,83,556,556
tc/ch/00/ch_0049_1,0,1,1,69,-inf,66,411,411
tc/ch/00/ch_0049_1,0,1,1,70,-inf,67,418,418
tc/ch/00/ch_0049_1,0,1,1,71,-inf,68,430,430
tc/ch/00/ch_0049_1,0,1,1,72,-inf,69,451,451
tc/ch/00/ch_0049_1,0,1,1,73,-inf,70,461,461
tc/ch/00/ch_0049_1,0,1,1,74,-inf,71,466,466
tc/ch/00/ch_0049_1,0,1,1,75,-inf,72,466,474
tc/ch/00/ch_0049_1,0,1,1,76,-inf,73,485,485
tc/ch/00/ch_0049_1,0,1,1,77,-inf,74,491,491
tc/ch/00/ch_0049_1,0,1,1,78,-inf,64,396,397
tc/ch/00/ch_0049_1,0,1,1,79,-inf,76,500,502
tc/ch/00/ch_0049_1,0,1,1,80,-inf,77,504,504
tc/ch/00/ch_0049_1,0,1,1,81,-inf,78,514,514
tc/ch/00/ch_0049_1,0,1,1,82,-inf,79,516,516
tc/ch/00/ch_0049_1,0,1,1,83,-inf,80,519,519
tc/ch/00/ch_0049_1,0,1,1,84,-inf,81,521,521
tc/ch/00/ch_0049_1,0,1,1,85,-inf,82,536,536
tc/ch/00/ch_0049_1,1,6,7,1,0.0,-1,566,566
tc/ch/00/ch_0049_1,1,6,7,2,-53.14979553222656,0,1,1
tc/ch/00/ch_0049_1,1,6,7,3,-inf,22,111,111
tc/ch/00/ch_0049_1,1,6,7,4,-inf,33,192,192
tc/ch/00/ch_0049_1,1,6,7,5,-inf,42,239,239
tc/ch/00/ch_0049_1,1,6,7,6,-inf,29,168,168
tc/ch/00/ch_0049_1,1,6,7,7,-inf,30,174,174
tc/ch/00/ch_0049_1,1,6,7,8,-inf,28,163,165
tc/ch/00/ch_0049_1,1,6,7,9,-inf,25,130,130
tc/ch/00/ch_0049_1,1,6,7,10,-inf,24,126,126
tc/ch/00/ch_0049_1,1,6,7,11,-inf,23,117,117
tc/ch/00/ch_0049_1,1,6,7,12,-inf,26,145,145
tc/ch/00/ch_0049_1,1,6,7,13,-inf,1,6,7
tc/ch/00/ch_0049_1,1,6,7,14,-inf,32,185,185
tc/ch/00/ch_0049_1,1,6,7,15,-inf,43,241,241
tc/ch/00/ch_0049_1,1,6,7,16,-inf,34,200,200
tc/ch/00/ch_0049_1,1,6,7,17,-inf,35,200,202
tc/ch/00/ch_0049_1,1,6,7,18,-inf,36,209,209
tc/ch/00/ch_0049_1,1,6,7,19,-inf,37,212,212
tc/ch/00/ch_0049_1,1,6,7,20,-inf,38,214,214
tc/ch/00/ch_0049_1,1,6,7,21,-inf,39,214,215
tc/ch/00/ch_0049_1,1,6,7,22,-inf,21,106,106
tc/ch/00/ch_0049_1,1,6,7,23,-inf,2,9,9
tc/ch/00/ch_0049_1,1,6,7,24,-inf,63,390,390
tc/ch/00/ch_0049_1,1,6,7,25,-inf,3,11,11
tc/ch/00/ch_0049_1,1,6,7,26,-inf,19,95,95
tc/ch/00/ch_0049_1,1,6,7,27,-inf,20,100,100
tc/ch/00/ch_0049_1,1,6,7,28,-inf,18,94,94
tc/ch/00/ch_0049_1,1,6,7,29,-inf,17,92,92
tc/ch/00/ch_0049_1,1,6,7,30,-inf,16,89,89
tc/ch/00/ch_0049_1,1,6,7,31,-inf,15,79,79
